,0,1,2,3,4,5,6,7,8,9
225,szse.002152,szse.002233,szse.300014,sse.600332,szse.002303,szse.000636,szse.000049,szse.002352,szse.002449,szse.002035
226,sse.600325,szse.001914,szse.002233,sse.600323,szse.002461,szse.000069,szse.000636,sse.600332,szse.000651,sse.600048
227,sse.600048,szse.000069,sse.601318,sse.600323,szse.000513,szse.000651,szse.001914,szse.002449,szse.300115,szse.000636
228,szse.000049,sse.600048,szse.002060,sse.600383,szse.002449,szse.000028,szse.002035,sse.601318,sse.600332,szse.002475
229,sse.600048,sse.601318,szse.000513,szse.000921,sse.600383,szse.002060,sse.600323,szse.002152,szse.002303,sse.600325
230,szse.000049,szse.002449,szse.000069,szse.002511,szse.002152,sse.600183,sse.601318,szse.000651,szse.002475,sse.600332
231,szse.002303,szse.000028,szse.000049,sse.600323,szse.002152,szse.000069,sse.600048,szse.002035,szse.300115,szse.000651
232,szse.002303,szse.300115,szse.002152,szse.000049,szse.300014,sse.600332,szse.000636,sse.600323,sse.600183,szse.002138
233,szse.002303,szse.002152,sse.600325,szse.002138,szse.002352,szse.000636,sse.600323,szse.000513,szse.300115,szse.002233
234,szse.002303,szse.000636,sse.600183,szse.001914,sse.600323,szse.002233,szse.002060,szse.000513,szse.002138,szse.000069
235,szse.000636,szse.000069,szse.002138,szse.002060,szse.002449,szse.002303,szse.300014,szse.002233,szse.000651,szse.000513
236,szse.002233,sse.600383,szse.000921,szse.000069,sse.600325,szse.000651,szse.002449,sse.600048,sse.601318,szse.002475
237,szse.002233,szse.000651,sse.601318,sse.600383,sse.600048,szse.000921,szse.002461,szse.002035,sse.600183,szse.000069
238,szse.002233,szse.002303,sse.601318,szse.002461,szse.002449,szse.002352,szse.000636,szse.002035,sse.600325,szse.002511
239,szse.002233,szse.001914,sse.600383,szse.000651,szse.300115,szse.002060,szse.000069,sse.601318,szse.002475,sse.600325
240,szse.002475,szse.000651,sse.600383,szse.000049,sse.601318,szse.002233,szse.002152,sse.600332,szse.000921,szse.002303
241,sse.600383,szse.002233,szse.001914,szse.000651,sse.600323,szse.002152,szse.000049,szse.000921,szse.300115,szse.002303
242,szse.002303,szse.002461,szse.000636,szse.300115,szse.000069,szse.002035,szse.002138,szse.002511,szse.002449,szse.002233
243,szse.002461,szse.002035,szse.002352,szse.001914,szse.002060,szse.002152,szse.300014,szse.002449,szse.002138,szse.002303
244,szse.002303,szse.000069,szse.002475,sse.600183,szse.000651,szse.002027,sse.600048,sse.600872,sse.601318,szse.000028
245,szse.002233,sse.600183,szse.002060,szse.002449,szse.002303,szse.002461,szse.001914,szse.000921,szse.000049,szse.000651
246,szse.002303,szse.000921,szse.000636,szse.000069,sse.600183,szse.000651,sse.600325,sse.600332,szse.002027,sse.600048
247,szse.002303,szse.002027,szse.002060,sse.601318,sse.600383,sse.600332,sse.600183,szse.000028,sse.600325,szse.000921
248,szse.002303,sse.600383,sse.601318,sse.600332,sse.600872,sse.600048,szse.000651,szse.002449,szse.000069,szse.002475
249,szse.002303,sse.600872,szse.002352,sse.600332,sse.600048,sse.601318,szse.000651,szse.002475,szse.002035,sse.600383
250,szse.002303,sse.600323,szse.002060,szse.002152,szse.000921,sse.600383,szse.002138,szse.002475,sse.600325,szse.002461
251,szse.002303,sse.600323,sse.600872,szse.000069,sse.600332,szse.001914,szse.300115,szse.002035,szse.000651,sse.600048
252,szse.002303,sse.600323,szse.002511,szse.002461,szse.300014,szse.000028,szse.002475,sse.600332,szse.300115,szse.002060
253,szse.002303,sse.600323,szse.000651,szse.002461,sse.600048,szse.000069,sse.600332,szse.000921,sse.600325,sse.601318
254,szse.002303,sse.600323,szse.000513,szse.300014,szse.000651,sse.600872,szse.000028,szse.002152,sse.601318,szse.000636
255,szse.300014,szse.002027,szse.001914,szse.002138,szse.000513,szse.002035,szse.300115,szse.000069,szse.000049,sse.600325
256,szse.002303,szse.002152,sse.600332,szse.000028,szse.002461,szse.002027,szse.002138,szse.000636,szse.002511,szse.300115
257,szse.002475,szse.002060,sse.600325,szse.000921,sse.600323,szse.000069,szse.002035,szse.001914,szse.002352,szse.002449
258,szse.002475,szse.000651,szse.002303,szse.002035,szse.000028,szse.000049,sse.600332,sse.600383,sse.600325,szse.000921
259,szse.002027,szse.000049,szse.002303,szse.001914,szse.300014,szse.002475,sse.600872,szse.300115,szse.000028,szse.002060
260,szse.002027,sse.600872,szse.002233,sse.600383,sse.600183,szse.000636,szse.002461,sse.600048,szse.002475,sse.600323
261,szse.300014,szse.002138,szse.002461,szse.002152,szse.300115,szse.002233,szse.000636,szse.002060,szse.002303,szse.002027
262,szse.002233,sse.600323,szse.002449,szse.002352,sse.600325,szse.002060,szse.002475,sse.600332,szse.000069,szse.000921
263,szse.002303,szse.000513,szse.002475,sse.600872,sse.601318,szse.000028,szse.000049,szse.002461,szse.000069,sse.600325
264,sse.600325,szse.002233,szse.002352,szse.300014,szse.002152,szse.000636,szse.002303,szse.000049,szse.300115,szse.002027
265,sse.600383,szse.002461,szse.002475,sse.601318,szse.000028,szse.000651,szse.000921,szse.002138,szse.000069,sse.600048
266,sse.600383,szse.002461,szse.002475,sse.601318,szse.000028,szse.000651,szse.000921,szse.002138,szse.000069,sse.600048
267,szse.000028,sse.600325,szse.000651,sse.601318,sse.600048,szse.002152,sse.600332,sse.600323,szse.000069,sse.600383
268,szse.002152,szse.002352,szse.002138,szse.000636,szse.000049,szse.300014,szse.002027,sse.600872,szse.300115,szse.002475
269,szse.000049,szse.300014,szse.300115,sse.600383,szse.000921,szse.002152,szse.002303,szse.002027,sse.600323,szse.002060
270,szse.002233,sse.600383,sse.600325,szse.000069,sse.600048,szse.001914,szse.002027,sse.600872,szse.002461,szse.002060
271,szse.000028,sse.600383,szse.000651,sse.600183,szse.000513,szse.000636,szse.002461,sse.601318,szse.002138,szse.001914
272,szse.000028,szse.000049,sse.600325,szse.002475,szse.002233,sse.600872,sse.600332,szse.002461,sse.601318,szse.002060
273,szse.002475,szse.002449,sse.600048,szse.002152,szse.000069,sse.600383,sse.600323,szse.002461,sse.601318,sse.600325
274,sse.600325,sse.600872,szse.002511,szse.002027,szse.002303,szse.000513,szse.002449,szse.000069,szse.002475,sse.600048
275,szse.300014,sse.600383,szse.000049,sse.600183,szse.000921,sse.600332,sse.601318,szse.000028,szse.002303,szse.002475
276,szse.002303,szse.002027,szse.001914,szse.002233,szse.002449,szse.000049,szse.002461,szse.002138,sse.600332,szse.000513
277,szse.000069,szse.000513,sse.600048,szse.002233,sse.601318,szse.002060,szse.002461,szse.000921,szse.001914,sse.600323
278,szse.002027,szse.002511,szse.002475,sse.600325,sse.600872,szse.000028,sse.601318,sse.600183,szse.002060,sse.600383
279,szse.001914,szse.002303,szse.002233,szse.002060,szse.002449,szse.002152,szse.000921,sse.600325,szse.002027,sse.600383
280,sse.600872,szse.000028,szse.002511,sse.600325,szse.002035,szse.002303,sse.600383,sse.600323,szse.002060,sse.600048
281,szse.000028,szse.002138,szse.000513,sse.600048,sse.600332,szse.300115,szse.002152,sse.600383,szse.002027,sse.600872
282,szse.002352,sse.600383,sse.601318,szse.000651,sse.600048,sse.600325,szse.000921,szse.000636,szse.000069,szse.002035
283,szse.000921,sse.600872,szse.002475,szse.002138,sse.600325,szse.000513,szse.002511,szse.002461,szse.002233,sse.600332
284,szse.002027,szse.002511,szse.300115,szse.000921,szse.002233,szse.000069,szse.000028,szse.001914,sse.600048,szse.002352
285,szse.002152,szse.000049,sse.600383,szse.300115,szse.002461,szse.002475,szse.002060,sse.601318,sse.600325,szse.002233
286,szse.300014,szse.000049,sse.600048,sse.600383,szse.002152,sse.601318,szse.002035,szse.000651,szse.000069,szse.300115
287,szse.002138,szse.000049,szse.002449,szse.002511,szse.002035,sse.601318,sse.600383,szse.002303,szse.000028,szse.300115
288,szse.002475,szse.000636,szse.300014,szse.002352,szse.002138,szse.002060,szse.000049,sse.600048,szse.002461,szse.002303
289,szse.300014,szse.002035,sse.600048,sse.600325,szse.300115,sse.600383,sse.600332,szse.000513,szse.000069,szse.002475
290,szse.002152,szse.002027,szse.002449,szse.300014,szse.000049,szse.002138,sse.600383,szse.300115,szse.002233,sse.600872
291,sse.600332,szse.000513,szse.000636,szse.000028,szse.002035,szse.002027,szse.000049,sse.601318,szse.002511,szse.002352
292,szse.002352,szse.002475,szse.002035,szse.000636,szse.002138,szse.002060,sse.600183,szse.002152,szse.002461,sse.600872
293,szse.002303,szse.000028,sse.600332,sse.600383,szse.002035,szse.002027,szse.002060,sse.601318,szse.002449,szse.000069
294,szse.000921,sse.600383,szse.300014,szse.002027,sse.600325,sse.600048,szse.000069,szse.000028,szse.002152,szse.002511
295,szse.300115,szse.002352,szse.300014,szse.000049,szse.002303,sse.600872,szse.002152,szse.000069,szse.000636,szse.002027
296,szse.000651,szse.002461,szse.000921,szse.002060,sse.600048,szse.002475,szse.002027,szse.000069,sse.600332,szse.002035
297,szse.300014,sse.600183,szse.002449,sse.600323,szse.002303,szse.000049,szse.000651,sse.600872,szse.002035,sse.600332
298,szse.300115,szse.000049,szse.002475,szse.002027,szse.300014,szse.000651,szse.000028,szse.002461,sse.600332,sse.600048
299,szse.300014,szse.002303,sse.600872,szse.002027,szse.002060,szse.002449,sse.601318,sse.600048,szse.002461,szse.002352
300,szse.300014,szse.002303,sse.600872,szse.002027,szse.002060,szse.002449,sse.601318,sse.600048,szse.002461,szse.002352
301,szse.002035,sse.600325,sse.600048,szse.000651,szse.000069,sse.601318,szse.000028,sse.600323,sse.600383,szse.000921
302,szse.002303,szse.000513,szse.000921,szse.000636,szse.002027,sse.600325,sse.600332,szse.002035,sse.600323,szse.002511
303,szse.002352,szse.002138,sse.600183,szse.002303,szse.002475,szse.000028,szse.000921,szse.001914,szse.300115,szse.002449
304,sse.600183,sse.600325,szse.002060,szse.000651,sse.600048,szse.000069,szse.002138,szse.002475,szse.000921,szse.002303
305,szse.002352,szse.300014,szse.002475,szse.000049,szse.001914,szse.002511,szse.002303,szse.000513,szse.000636,sse.600183
306,szse.002511,szse.300115,szse.002352,szse.000049,szse.002449,sse.600323,szse.000921,szse.002461,szse.002027,sse.600332
307,szse.002303,szse.002233,szse.001914,sse.600183,szse.002027,szse.002138,szse.002475,szse.300115,szse.000636,szse.000028
308,szse.002233,szse.300014,szse.002449,szse.002352,szse.000513,sse.600332,sse.600323,szse.002461,szse.001914,szse.000049
309,szse.002027,sse.600383,szse.002303,szse.000069,szse.000636,szse.002449,szse.002152,sse.600048,szse.000028,sse.600323
310,szse.300014,sse.600183,sse.600325,szse.002152,szse.002060,szse.002352,szse.000651,szse.000049,sse.600048,szse.002475
311,szse.002352,szse.002303,szse.300014,szse.000651,sse.600872,sse.600325,szse.002035,sse.601318,szse.300115,szse.000513
312,sse.600183,szse.002027,szse.000069,szse.002152,sse.600872,szse.002233,sse.600048,szse.000028,szse.002352,sse.600332
313,szse.300115,szse.000049,szse.002475,szse.000513,szse.001914,szse.002303,szse.000069,sse.600383,sse.600332,sse.601318
314,szse.002511,sse.600325,szse.001914,szse.002352,szse.000921,szse.002138,sse.600383,szse.002027,szse.002152,szse.002449
315,szse.002303,szse.001914,szse.002060,szse.002449,szse.300014,szse.002352,sse.600183,szse.002511,szse.002138,szse.002475
316,szse.002035,szse.300014,sse.600872,szse.002352,szse.000513,sse.600048,szse.000921,szse.000069,sse.601318,szse.002027
317,sse.601318,szse.002461,sse.600383,szse.000636,szse.002449,szse.300014,szse.000651,szse.002138,szse.002303,szse.002152
318,szse.002352,szse.000028,szse.002511,sse.600325,sse.600332,sse.600383,sse.601318,szse.002027,szse.000513,sse.600872
319,szse.002027,szse.002233,sse.600383,szse.000028,szse.002303,szse.002352,szse.300115,szse.300014,sse.600323,sse.600048
320,szse.002027,szse.300115,szse.002475,szse.002138,szse.001914,sse.601318,szse.002152,sse.600383,szse.002461,szse.000513
321,szse.002352,szse.000513,szse.002060,sse.601318,szse.002303,szse.002152,szse.000651,sse.600048,sse.600325,szse.000636
322,szse.002027,szse.002233,szse.000636,szse.002449,szse.002138,szse.000513,szse.000028,sse.600323,szse.002060,sse.600872
323,szse.300014,szse.002352,szse.300115,szse.002461,sse.600323,sse.600383,szse.002475,szse.000028,szse.000651,szse.001914
324,sse.600383,szse.002027,sse.600323,szse.002352,sse.600325,sse.600183,szse.002060,szse.000069,sse.600048,szse.002138
325,szse.002511,szse.000636,szse.002233,szse.002303,szse.002449,sse.600332,szse.002352,szse.002152,szse.300115,szse.001914
326,sse.600383,szse.002511,sse.601318,szse.300115,szse.002233,sse.600332,sse.600048,szse.002027,szse.002152,szse.000651
327,sse.600325,sse.600183,szse.002461,szse.002352,szse.002303,szse.000049,szse.002027,szse.300014,szse.002138,szse.002511
328,szse.000636,szse.000513,szse.001914,sse.600183,szse.002233,szse.002060,szse.002461,sse.600323,szse.002303,szse.002152
329,szse.002035,sse.600872,szse.000921,szse.000636,szse.300014,szse.002152,szse.002511,sse.600332,szse.002461,sse.600048
330,szse.002461,szse.001914,sse.600325,szse.000049,szse.002352,sse.600872,sse.600332,szse.000069,sse.600323,sse.600383
331,szse.001914,szse.002303,szse.300115,sse.600183,szse.002511,sse.600323,szse.300014,sse.600325,szse.002152,sse.600872
332,szse.002511,szse.002035,szse.002303,sse.600872,sse.601318,szse.000921,szse.002449,szse.000651,sse.600383,szse.002461
333,szse.000049,szse.002303,szse.002138,sse.600183,szse.300115,szse.002152,szse.000636,szse.002461,szse.000513,szse.002027
334,szse.300014,szse.000636,sse.600183,szse.002138,szse.002511,szse.002449,szse.002352,szse.002233,szse.002152,szse.000069
335,szse.002352,sse.600383,szse.300115,sse.600323,szse.000049,szse.001914,szse.000636,szse.002475,szse.000028,sse.600048
336,szse.002352,szse.000921,sse.600872,sse.601318,szse.002027,sse.600383,sse.600183,sse.600048,sse.600332,sse.600323
337,szse.002233,szse.002352,szse.002511,szse.002461,szse.002060,szse.002152,szse.001914,sse.600325,szse.000049,sse.600183
338,szse.002475,szse.000921,szse.300115,sse.600325,szse.002303,sse.600048,sse.601318,szse.002060,szse.002138,szse.002152
339,szse.002027,szse.000921,szse.002035,szse.000513,szse.002352,szse.000069,szse.002060,sse.600332,sse.600325,szse.000651
340,szse.000049,szse.300014,szse.002461,szse.000028,sse.600332,szse.002449,szse.002152,szse.002303,szse.002027,sse.600323
341,szse.002303,szse.002461,szse.001914,szse.002352,szse.000636,szse.002152,szse.000921,sse.600332,szse.000069,szse.002060
342,szse.000921,szse.000651,szse.000069,szse.000513,szse.000028,sse.600048,sse.600383,sse.600332,szse.002511,szse.002352
343,szse.300115,szse.002035,sse.600183,szse.002027,szse.000921,sse.600048,szse.000651,szse.002475,szse.000028,szse.000069
344,sse.600383,szse.002138,sse.601318,szse.002152,sse.600325,szse.001914,szse.000069,szse.002303,sse.600048,szse.002060
345,sse.600332,szse.002035,szse.002233,szse.000921,szse.000651,szse.000028,sse.600323,szse.002461,szse.002303,sse.601318
346,szse.000028,szse.002475,szse.300014,szse.000636,szse.002233,szse.300115,szse.000049,szse.002027,szse.002352,szse.002060
347,szse.000651,szse.002152,szse.002449,szse.000028,szse.002035,szse.000921,sse.600325,szse.000069,szse.002352,sse.600048
348,szse.000513,szse.000028,szse.002461,sse.600332,szse.000651,sse.600872,szse.002035,szse.002475,sse.601318,szse.002449
349,sse.601318,szse.002027,szse.002475,szse.000049,szse.002461,szse.000513,sse.600183,szse.300115,szse.000636,szse.001914
350,sse.600383,szse.002511,sse.600048,szse.000069,szse.002449,szse.300115,szse.000049,szse.300014,szse.001914,sse.600323
351,szse.000069,sse.600048,sse.600383,szse.000921,sse.600325,szse.000651,szse.000636,szse.002152,szse.002233,szse.000049
352,szse.000069,sse.600048,sse.600383,szse.000921,sse.600325,szse.000651,szse.000636,szse.002152,szse.002233,szse.000049
353,sse.600048,szse.002449,sse.600183,szse.300115,szse.002138,szse.001914,szse.002352,szse.300014,sse.600383,sse.600325
354,szse.000636,szse.300014,sse.600183,szse.002138,szse.002152,szse.000049,szse.001914,sse.600325,sse.600323,szse.002233
355,szse.002461,szse.002303,szse.300014,szse.002060,szse.002352,szse.001914,szse.000049,szse.000028,sse.600325,szse.002138
356,szse.000028,szse.002303,szse.300014,szse.300115,szse.002152,szse.002233,sse.600872,szse.002060,szse.000921,sse.600325
357,szse.000069,sse.600383,sse.600048,szse.002233,szse.002352,szse.300115,szse.002152,sse.600325,sse.600323,szse.002060
358,szse.300014,szse.002352,szse.002449,szse.300115,szse.002511,szse.000049,sse.600872,szse.002138,szse.002303,szse.000028
359,sse.600183,szse.300115,szse.002138,szse.000049,szse.002449,szse.002035,szse.000513,sse.600872,szse.000921,szse.000028
360,szse.300115,szse.000651,sse.601318,szse.002475,szse.000513,szse.000049,szse.002303,szse.002461,szse.002027,szse.300014
361,szse.000636,szse.000028,szse.002233,szse.300014,sse.600183,szse.001914,szse.000921,szse.002352,sse.600323,szse.002060
362,szse.300115,szse.000069,sse.600383,szse.002303,szse.002475,szse.000636,szse.002449,sse.600048,sse.600325,szse.001914
363,szse.300115,szse.002303,szse.002138,szse.000049,szse.000069,szse.002060,szse.002475,szse.002449,szse.002233,szse.002352
364,szse.300115,sse.601318,szse.000513,szse.000651,szse.000049,szse.002138,szse.002352,szse.000921,szse.002152,szse.001914
365,szse.002511,szse.002027,sse.600323,szse.002461,szse.002152,szse.000028,sse.601318,szse.300014,szse.002303,szse.002060
366,szse.002138,szse.002449,szse.002461,szse.000049,szse.300115,szse.000636,sse.600183,szse.002233,szse.002027,szse.002303
367,szse.300014,szse.000049,szse.002449,szse.000636,szse.002138,szse.002152,sse.600323,szse.002035,szse.002303,szse.300115
368,szse.000513,sse.601318,szse.002475,sse.600048,szse.002303,szse.002511,szse.002461,szse.000049,sse.600323,sse.600183
369,szse.002461,szse.000049,szse.300014,sse.600183,szse.001914,szse.000921,szse.002138,szse.000028,szse.002060,szse.000069
370,sse.600048,sse.600383,sse.600325,szse.000069,szse.002233,szse.002461,szse.000513,szse.000921,sse.601318,szse.002035
371,sse.600383,szse.002303,szse.002461,szse.002060,szse.002511,sse.600325,sse.600332,szse.001914,szse.300115,szse.000028
372,szse.002027,szse.000651,szse.002475,szse.002449,sse.600183,szse.000513,szse.000069,sse.601318,szse.000921,szse.002152
373,szse.002035,sse.600383,sse.600872,szse.000069,sse.601318,szse.000651,szse.002461,szse.002233,sse.600048,szse.002060
374,sse.600872,szse.002035,szse.002027,szse.001914,szse.002138,szse.000651,sse.600323,szse.002511,sse.600048,szse.000636
375,sse.600872,szse.002035,szse.002138,szse.002352,szse.000069,szse.000921,sse.600183,sse.600325,szse.000049,szse.000513
376,szse.300014,szse.000921,sse.600325,szse.300115,szse.000049,szse.002303,szse.002152,szse.002233,szse.002449,szse.002352
377,sse.601318,szse.002027,szse.002035,szse.000651,sse.600872,sse.600383,szse.002461,szse.002352,szse.000513,sse.600048
378,szse.000921,szse.002027,szse.300115,szse.300014,sse.600183,szse.000069,sse.600383,sse.600332,szse.000049,sse.600325
379,sse.600872,szse.000028,sse.600183,szse.000636,szse.002035,sse.600332,szse.002475,szse.002027,szse.000921,szse.002138
380,szse.002027,sse.600183,szse.000513,szse.300115,sse.600048,szse.002303,szse.000049,szse.002233,szse.000069,szse.000028
381,szse.002449,szse.300115,sse.601318,szse.002475,szse.002511,sse.600183,szse.300014,szse.002303,szse.000069,szse.002352
382,szse.000028,szse.002027,szse.001914,szse.002152,sse.601318,sse.600383,szse.002352,szse.002475,sse.600048,szse.002449
383,szse.000636,szse.002152,szse.002449,sse.600332,szse.001914,szse.300115,sse.600383,sse.600323,szse.002138,sse.600183
384,szse.001914,szse.002035,szse.002303,szse.300115,szse.300014,szse.002449,sse.600325,szse.002352,sse.601318,szse.000028
385,szse.300014,sse.600048,sse.600323,sse.600872,szse.000028,szse.000651,szse.002027,szse.002138,sse.600383,sse.600183
386,szse.300115,szse.000636,szse.000513,szse.300014,sse.600183,szse.002060,szse.000049,szse.002233,szse.002449,szse.001914
387,szse.002461,sse.600325,szse.002152,sse.600323,szse.000049,szse.300115,szse.002352,szse.002449,szse.002060,szse.000513
388,szse.002461,szse.002152,szse.300115,sse.600332,sse.600872,szse.000049,szse.002511,sse.600183,szse.300014,szse.002352
389,szse.002152,szse.001914,szse.300115,szse.002461,szse.002303,szse.000049,szse.002060,szse.002449,szse.000921,szse.002138
390,szse.002035,sse.600048,szse.000069,sse.600383,szse.000513,szse.002027,szse.002475,sse.601318,szse.000921,szse.002233
391,sse.600325,szse.000921,sse.600048,szse.000069,szse.000028,szse.000651,szse.002233,sse.600383,szse.001914,sse.600323
392,szse.002152,sse.600383,szse.002449,szse.002352,sse.600048,szse.002060,sse.601318,szse.300115,sse.600325,sse.600183
393,szse.002027,szse.002035,szse.000028,szse.300115,sse.600872,szse.002138,sse.600383,szse.002475,szse.000651,sse.600325
394,szse.000636,szse.002511,szse.000651,szse.002352,sse.600872,szse.000049,szse.300115,sse.601318,szse.002027,szse.300014
395,szse.002035,szse.300014,szse.002152,szse.000921,szse.002475,szse.000513,szse.000651,szse.000636,szse.000028,szse.300115
396,szse.002511,sse.600323,sse.600872,szse.000513,szse.000921,szse.002461,szse.002303,szse.300014,szse.002352,szse.000651
397,szse.002035,szse.002027,szse.300014,szse.002475,szse.000636,sse.600332,sse.600872,szse.002461,sse.600323,sse.601318
398,szse.002233,szse.002035,szse.000513,szse.002027,szse.300014,szse.002138,szse.000069,szse.000049,szse.000921,sse.600383
399,szse.002152,szse.300115,szse.002035,sse.600323,szse.002352,sse.600872,szse.000028,szse.002461,szse.002060,szse.002303
400,szse.002027,szse.002511,szse.000651,szse.002352,szse.002303,szse.002035,sse.600183,sse.600048,sse.600325,sse.600872
401,szse.002475,sse.600872,szse.000636,szse.000513,sse.600332,szse.002233,szse.000028,szse.000049,szse.002035,sse.600325
402,szse.002138,szse.002475,sse.600323,szse.001914,szse.000513,sse.600183,szse.002303,sse.600325,szse.002152,szse.002060
403,sse.600048,szse.300014,szse.300115,szse.002035,szse.000049,szse.002303,sse.600383,szse.002352,szse.002060,szse.000513
404,sse.600048,szse.300014,szse.300115,szse.002035,szse.000049,szse.002303,sse.600383,szse.002352,szse.002060,szse.000513
405,szse.300115,szse.000049,szse.300014,szse.002449,szse.000921,szse.002303,szse.001914,sse.600323,szse.002035,szse.000069
406,szse.002138,szse.002511,szse.002303,szse.002035,szse.000921,sse.600323,szse.300014,szse.002027,szse.002233,szse.001914
407,sse.600872,szse.002027,szse.002138,szse.002233,szse.000921,szse.002152,szse.000651,szse.002475,szse.002461,szse.000513
408,sse.600048,sse.600325,sse.600183,szse.002461,szse.000069,szse.000651,szse.002152,szse.002449,szse.002138,szse.002233
409,szse.002027,szse.002035,szse.002475,szse.000636,szse.002352,szse.002152,szse.000028,szse.000651,szse.000513,sse.600325
410,sse.600332,szse.002352,sse.601318,szse.000651,sse.600183,sse.600383,szse.000028,szse.002138,szse.002060,szse.002233
411,szse.000636,szse.300115,szse.002138,szse.002449,sse.600183,szse.002511,szse.000921,szse.300014,szse.002035,szse.000028
412,szse.002035,szse.002352,szse.002303,szse.002027,szse.000651,szse.300115,szse.002152,sse.600183,sse.600325,szse.000069
413,szse.000513,szse.001914,szse.002152,szse.000028,szse.000049,sse.601318,szse.000651,sse.600048,szse.002233,szse.002060
414,szse.002475,szse.300115,szse.001914,szse.000049,sse.600332,szse.002233,szse.002152,sse.600183,szse.000513,sse.601318
415,szse.002511,sse.600048,szse.002035,szse.002461,szse.000028,sse.600383,szse.002027,sse.601318,sse.600872,szse.002352
416,szse.002027,szse.000513,sse.601318,szse.002060,szse.002303,sse.600325,szse.000636,szse.001914,szse.002461,szse.300014
417,sse.600872,szse.002511,szse.300115,sse.600183,sse.600332,szse.002303,szse.002475,szse.000028,szse.000069,szse.000513
418,szse.002035,sse.600323,sse.600048,szse.000028,szse.002152,szse.002352,szse.000651,szse.002511,sse.601318,sse.600325
419,szse.000049,szse.300115,szse.000636,szse.000069,szse.002152,szse.002449,szse.002060,szse.001914,szse.002511,szse.300014
420,szse.002352,szse.002511,szse.002152,szse.000028,szse.002303,szse.000513,sse.600383,szse.001914,szse.300115,szse.002060
421,szse.000636,szse.002449,szse.001914,szse.002027,szse.002303,szse.002461,szse.002152,sse.600332,szse.002035,sse.600872
422,szse.000636,szse.002449,szse.001914,szse.002027,szse.002303,szse.002461,szse.002152,sse.600332,szse.002035,sse.600872
423,szse.000921,szse.000069,sse.601318,sse.600383,sse.600872,szse.002233,szse.002475,szse.002511,sse.600332,szse.000651
424,szse.002511,sse.600872,sse.600325,sse.600383,szse.001914,szse.000513,szse.000028,sse.600323,sse.600048,szse.000069
425,szse.300115,sse.600183,szse.002449,szse.002475,szse.000636,szse.002352,szse.002027,sse.600323,szse.000651,szse.000049
426,szse.002352,szse.002027,szse.002511,sse.601318,szse.002461,szse.002233,szse.000651,sse.600872,sse.600332,szse.002138
427,szse.000028,szse.002138,szse.002152,szse.002449,szse.000921,szse.300115,szse.000049,szse.000069,szse.002060,szse.000636
428,szse.002352,szse.000513,szse.000651,sse.601318,szse.001914,szse.002035,sse.600872,sse.600048,szse.002138,szse.002060
429,szse.300115,szse.000636,szse.002475,szse.000513,szse.002060,szse.000049,szse.002027,sse.600332,szse.001914,szse.300014
430,szse.002138,szse.000028,szse.002352,sse.600872,sse.600183,sse.600323,sse.600325,szse.002511,szse.000049,sse.600048
431,szse.002303,szse.300014,szse.002035,szse.000921,szse.000028,szse.300115,szse.002152,sse.600048,szse.000651,szse.000636
432,sse.600325,szse.000069,sse.600383,sse.600872,sse.600323,szse.000513,szse.002233,szse.002352,szse.002152,szse.000028
433,szse.000049,szse.002035,szse.000651,szse.000921,szse.000636,szse.000069,szse.002461,szse.002060,szse.002233,sse.600383
434,szse.300115,szse.300014,szse.002303,szse.001914,szse.000636,szse.000921,szse.002138,szse.002060,szse.002449,sse.600183
435,szse.000028,szse.002352,szse.000069,szse.002035,sse.600323,szse.000049,sse.600048,szse.002511,sse.601318,sse.600383
436,szse.002475,szse.300115,szse.002449,szse.002138,szse.000921,sse.600325,szse.000049,szse.300014,szse.002035,szse.002152
437,szse.002303,szse.300014,szse.002138,szse.001914,szse.002027,szse.002475,sse.600332,szse.300115,szse.002449,szse.000513
438,szse.000513,szse.002035,szse.000028,szse.002461,szse.002138,sse.600332,szse.002352,szse.000651,szse.300115,szse.002060
439,szse.002303,szse.000049,szse.002352,szse.300115,szse.002035,szse.001914,szse.002461,szse.300014,szse.000636,szse.000513
440,szse.000651,szse.000921,szse.001914,szse.002449,szse.000028,szse.002461,sse.600325,sse.600383,szse.000069,szse.002152
441,sse.600183,sse.600325,szse.002138,szse.300115,szse.002475,sse.600332,szse.002060,sse.600048,szse.002303,szse.002233
442,szse.002027,szse.002303,sse.600323,szse.000069,szse.002060,sse.600383,sse.600325,sse.600048,szse.000636,szse.002152
443,szse.001914,szse.002475,szse.002511,szse.002152,sse.600183,szse.002138,szse.002027,sse.600872,szse.002352,szse.002060
444,szse.000636,szse.000921,szse.002035,szse.002233,szse.002303,szse.002449,sse.600325,szse.002152,sse.600872,sse.600323
445,szse.000921,szse.002035,sse.600332,szse.000028,szse.000651,szse.000049,szse.002027,szse.000513,sse.600183,szse.002461
446,sse.600325,szse.000921,szse.002060,szse.002303,szse.000069,szse.002461,szse.300014,szse.000049,szse.002449,szse.002027
447,szse.002035,szse.002449,sse.600332,szse.002303,szse.001914,szse.000069,szse.002511,sse.601318,sse.600872,sse.600325
448,szse.300115,sse.600325,szse.002035,szse.002461,szse.002152,szse.000921,szse.000069,szse.000636,szse.002352,szse.002138
449,szse.002027,sse.600872,szse.000028,szse.002233,szse.002060,szse.000651,szse.000069,sse.600048,szse.002303,szse.002035
